source_row_id,record_id,chemical_key,facility_id,location_status,coordinate_status,rejection_reason,has_cbi_location,has_cbi_volume
15442,cdr:15442,CASRN:527071,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15443,cdr:15443,CASRN:57136,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15444,cdr:15444,CASRN:7783280,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15445,cdr:15445,CASRN:7681574,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15446,cdr:15446,CASRN:7758294,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15447,cdr:15447,CASRN:14644612,SRC:2dadce4649743380b68fb57e,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15548,cdr:15548,CASRN:21351393,REDACTED_RECORD:15548,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
15691,cdr:15691,CASRN:111762,REDACTED_RECORD:15691,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15784,cdr:15784,CASRN:7440508,SRC:8b89f5000f6cbe351e30c2fe,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15814,cdr:15814,CASRN:1314132,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15815,cdr:15815,CASRN:7440666,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15819,cdr:15819,CASRN:65997015,SRC:09cd247dccb71d0ab7f0b961,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15832,cdr:15832,CASRN:110305,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15833,cdr:15833,CASRN:7631869,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15834,cdr:15834,CASRN:7631869,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15835,cdr:15835,CASRN:103231,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15836,cdr:15836,CASRN:103231,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15837,cdr:15837,CASRN:8050268,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15838,cdr:15838,CASRN:110270,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15839,cdr:15839,CASRN:8050097,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15840,cdr:15840,CASRN:8050097,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15841,cdr:15841,CASRN:8050188,SRC:7feb16234fd86440db0d5033,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15880,cdr:15880,CASRN:149575,REDACTED_RECORD:15880,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
15905,cdr:15905,CASRN:74986,SRC:63bf2a330e14cf7b215a7ee3,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
15906,cdr:15906,CASRN:67701068,REDACTED_RECORD:15906,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15907,cdr:15907,CASRN:6683198,REDACTED_RECORD:15907,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15908,cdr:15908,CASRN:68608264,REDACTED_RECORD:15908,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15909,cdr:15909,CASRN:68937417,REDACTED_RECORD:15909,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15910,cdr:15910,CASRN:64742547,REDACTED_RECORD:15910,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15911,cdr:15911,CASRN:64741884,REDACTED_RECORD:15911,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15912,cdr:15912,CASRN:64742558,REDACTED_RECORD:15912,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15975,cdr:15975,CASRN:7440440,REDACTED_RECORD:15975,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15976,cdr:15976,CASRN:144558,REDACTED_RECORD:15976,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
15977,cdr:15977,CASRN:57136,REDACTED_RECORD:15977,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16001,cdr:16001,CASRN:1309484,REDACTED_RECORD:16001,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16009,cdr:16009,CASRN:10043524,REDACTED_RECORD:16009,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16028,cdr:16028,CASRN:66402684,SRC:22ee95cc07b2dbe986917112,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16029,cdr:16029,CASRN:66402684,SRC:22ee95cc07b2dbe986917112,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16030,cdr:16030,CASRN:66402684,SRC:22ee95cc07b2dbe986917112,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16054,cdr:16054,CASRN:66402684,SRC:9af971731f373201fd8f9d64,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16074,cdr:16074,CASRN:15956588,REDACTED_RECORD:16074,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16076,cdr:16076,CASRN:12001853,REDACTED_RECORD:16076,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16077,cdr:16077,CASRN:4719044,REDACTED_RECORD:16077,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16078,cdr:16078,CASRN:10377603,REDACTED_RECORD:16078,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16079,cdr:16079,CASRN:55349014,REDACTED_RECORD:16079,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16080,cdr:16080,CASRN:1330207,REDACTED_RECORD:16080,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16081,cdr:16081,CASRN:128446333,REDACTED_RECORD:16081,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16082,cdr:16082,CASRN:141435,REDACTED_RECORD:16082,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16083,cdr:16083,CASRN:1569013,REDACTED_RECORD:16083,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16087,cdr:16087,CASRN:75285,SRC:63bf2a330e14cf7b215a7ee3,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16089,cdr:16089,CASRN:8042475,REDACTED_RECORD:16089,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16092,cdr:16092,CASRN:65870975,REDACTED_RECORD:16092,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16148,cdr:16148,CASRN:136527,REDACTED_RECORD:16148,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16149,cdr:16149,CASRN:136538,REDACTED_RECORD:16149,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16150,cdr:16150,CASRN:25498491,REDACTED_RECORD:16150,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16151,cdr:16151,CASRN:107197,REDACTED_RECORD:16151,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16152,cdr:16152,CASRN:3164850,REDACTED_RECORD:16152,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16153,cdr:16153,CASRN:95481622,REDACTED_RECORD:16153,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16156,cdr:16156,CASRN:4075814,REDACTED_RECORD:16156,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16157,cdr:16157,CASRN:77861,REDACTED_RECORD:16157,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16158,cdr:16158,CASRN:100414,REDACTED_RECORD:16158,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16159,cdr:16159,CASRN:76114733,REDACTED_RECORD:16159,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16160,cdr:16160,CASRN:55406536,REDACTED_RECORD:16160,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16161,cdr:16161,CASRN:471341,REDACTED_RECORD:16161,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16162,cdr:16162,CASRN:111364,REDACTED_RECORD:16162,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16163,cdr:16163,CASRN:122996,REDACTED_RECORD:16163,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16164,cdr:16164,CASRN:13446189,REDACTED_RECORD:16164,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16165,cdr:16165,CASRN:53988059,REDACTED_RECORD:16165,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16166,cdr:16166,CASRN:67685,REDACTED_RECORD:16166,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16167,cdr:16167,CASRN:123864,REDACTED_RECORD:16167,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16168,cdr:16168,CASRN:25265774,REDACTED_RECORD:16168,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16169,cdr:16169,CASRN:96297,REDACTED_RECORD:16169,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16170,cdr:16170,CASRN:122974,REDACTED_RECORD:16170,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16178,cdr:16178,CASRN:35272276,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16179,cdr:16179,CASRN:71807608,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16180,cdr:16180,CASRN:97898345,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16181,cdr:16181,CASRN:136040192,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16182,cdr:16182,CASRN:1391033387,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16183,cdr:16183,CASRN:2173150906,SRC:a81ff68b89c8a3d33c534532,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,1
16193,cdr:16193,CASRN:420462,REDACTED_RECORD:16193,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16202,cdr:16202,CASRN:75376,REDACTED_RECORD:16202,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16203,cdr:16203,CASRN:306832,REDACTED_RECORD:16203,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16204,cdr:16204,CASRN:354336,REDACTED_RECORD:16204,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16205,cdr:16205,CASRN:75105,REDACTED_RECORD:16205,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16206,cdr:16206,CASRN:811972,REDACTED_RECORD:16206,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16249,cdr:16249,CASRN:110190,REDACTED_RECORD:16249,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16250,cdr:16250,CASRN:7632000,REDACTED_RECORD:16250,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16272,cdr:16272,CASRN:106978,SRC:63bf2a330e14cf7b215a7ee3,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16273,cdr:16273,CASRN:74840,SRC:63bf2a330e14cf7b215a7ee3,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16274,cdr:16274,CASRN:68132296,REDACTED_RECORD:16274,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16275,cdr:16275,CASRN:7782425,REDACTED_RECORD:16275,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16350,cdr:16350,Accession Number:28321,REDACTED_RECORD:16350,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16351,cdr:16351,CASRN:3960052,REDACTED_RECORD:16351,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16352,cdr:16352,CASRN:95636,SRC:bbcd742710197f171679cb8c,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16372,cdr:16372,CASRN:61789999,REDACTED_RECORD:16372,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16419,cdr:16419,CASRN:64741566,REDACTED_RECORD:16419,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16420,cdr:16420,CASRN:64741588,REDACTED_RECORD:16420,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16449,cdr:16449,CASRN:22464999,REDACTED_RECORD:16449,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16450,cdr:16450,CASRN:20324338,REDACTED_RECORD:16450,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16451,cdr:16451,CASRN:30525894,REDACTED_RECORD:16451,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16452,cdr:16452,CASRN:64175,REDACTED_RECORD:16452,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16453,cdr:16453,CASRN:111842,REDACTED_RECORD:16453,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16454,cdr:16454,CASRN:79094,REDACTED_RECORD:16454,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16488,cdr:16488,CASRN:68413605,REDACTED_RECORD:16488,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16489,cdr:16489,CASRN:139333,REDACTED_RECORD:16489,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16491,cdr:16491,CASRN:140012,REDACTED_RECORD:16491,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16492,cdr:16492,CASRN:68015770,REDACTED_RECORD:16492,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16493,cdr:16493,CASRN:67989882,REDACTED_RECORD:16493,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16494,cdr:16494,CASRN:67859512,REDACTED_RECORD:16494,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16596,cdr:16596,Accession Number:252983,REDACTED_RECORD:16596,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16599,cdr:16599,CASRN:31774900,REDACTED_RECORD:16599,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16600,cdr:16600,CASRN:120070,REDACTED_RECORD:16600,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16601,cdr:16601,CASRN:91996,REDACTED_RECORD:16601,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16607,cdr:16607,CASRN:64175,REDACTED_RECORD:16607,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16610,cdr:16610,CASRN:8052424,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16611,cdr:16611,CASRN:7783064,SRC:2715c733ed2638713fd108c0,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16612,cdr:16612,CASRN:68915979,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16613,cdr:16613,CASRN:64741475,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16614,cdr:16614,CASRN:68955271,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16615,cdr:16615,CASRN:8002059,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16616,cdr:16616,CASRN:8008206,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16617,cdr:16617,CASRN:64742796,SRC:2fd417d78f6f3bdbbd50fa35,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16729,cdr:16729,CASRN:1675543,REDACTED_RECORD:16729,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16789,cdr:16789,CASRN:8052424,REDACTED_RECORD:16789,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16804,cdr:16804,CASRN:206440,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16805,cdr:16805,CASRN:129000,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16806,cdr:16806,CASRN:120127,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16807,cdr:16807,CASRN:8001589,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16808,cdr:16808,CASRN:71432,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16809,cdr:16809,CASRN:108883,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16810,cdr:16810,CASRN:56553,SRC:967cdcea6468f7db5086d347,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16879,cdr:16879,CASRN:100414,REDACTED_RECORD:16879,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16950,cdr:16950,CASRN:8052424,SRC:2715c733ed2638713fd108c0,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16962,cdr:16962,CASRN:79210,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16963,cdr:16963,CASRN:7722841,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16964,cdr:16964,CASRN:64197,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16965,cdr:16965,CASRN:1310732,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16966,cdr:16966,CASRN:7664393,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16967,cdr:16967,CASRN:7664939,SRC:0c9b86553e03187d822add2d,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
16974,cdr:16974,CASRN:75456,REDACTED_RECORD:16974,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16975,cdr:16975,CASRN:75105,REDACTED_RECORD:16975,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
16983,cdr:16983,CASRN:17084025,REDACTED_RECORD:16983,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16984,cdr:16984,CASRN:64028,REDACTED_RECORD:16984,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
16985,cdr:16985,CASRN:22473785,REDACTED_RECORD:16985,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17021,cdr:17021,CASRN:21265509,REDACTED_RECORD:17021,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17022,cdr:17022,CASRN:20824560,REDACTED_RECORD:17022,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17023,cdr:17023,CASRN:5657170,REDACTED_RECORD:17023,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17024,cdr:17024,CASRN:77714,REDACTED_RECORD:17024,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17049,cdr:17049,CASRN:754121,REDACTED_RECORD:17049,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
17050,cdr:17050,CASRN:354336,REDACTED_RECORD:17050,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
17051,cdr:17051,CASRN:811972,REDACTED_RECORD:17051,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
17070,cdr:17070,CASRN:51981216,REDACTED_RECORD:17070,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17071,cdr:17071,CASRN:139899,REDACTED_RECORD:17071,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17072,cdr:17072,CASRN:150390,REDACTED_RECORD:17072,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17073,cdr:17073,CASRN:5064313,REDACTED_RECORD:17073,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17074,cdr:17074,CASRN:67436,REDACTED_RECORD:17074,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17075,cdr:17075,CASRN:7327608,REDACTED_RECORD:17075,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17076,cdr:17076,CASRN:60004,REDACTED_RECORD:17076,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17097,cdr:17097,CASRN:15708415,REDACTED_RECORD:17097,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17106,cdr:17106,CASRN:5394365,REDACTED_RECORD:17106,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17107,cdr:17107,CASRN:5766676,REDACTED_RECORD:17107,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17108,cdr:17108,CASRN:7216957,REDACTED_RECORD:17108,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17109,cdr:17109,CASRN:150389,REDACTED_RECORD:17109,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17110,cdr:17110,CASRN:38011255,REDACTED_RECORD:17110,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17115,cdr:17115,CASRN:68477963,REDACTED_RECORD:17115,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17116,cdr:17116,CASRN:64742116,REDACTED_RECORD:17116,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17117,cdr:17117,CASRN:64742478,REDACTED_RECORD:17117,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17118,cdr:17118,CASRN:64742467,REDACTED_RECORD:17118,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17179,cdr:17179,CASRN:26836077,SRC:be635be8ddd55fea932e0062,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17180,cdr:17180,CASRN:26836077,SRC:be635be8ddd55fea932e0062,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17183,cdr:17183,CASRN:61789308,SRC:be635be8ddd55fea932e0062,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17189,cdr:17189,CASRN:1333740,REDACTED_RECORD:17189,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17190,cdr:17190,CASRN:17496081,SRC:f41f8172c773a515dea8e4ed,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17193,cdr:17193,CASRN:7704349,REDACTED_RECORD:17193,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17218,cdr:17218,CASRN:630080,REDACTED_RECORD:17218,CBI,CBI,CBI_LOCATION_WITHHELD,1,0
17219,cdr:17219,CASRN:1305620,SRC:a8480d3c5169ea4dad483abf,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17245,cdr:17245,CASRN:64742525,REDACTED_RECORD:17245,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17246,cdr:17246,CASRN:68308270,REDACTED_RECORD:17246,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17247,cdr:17247,CASRN:64742490,REDACTED_RECORD:17247,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17248,cdr:17248,CASRN:64742536,REDACTED_RECORD:17248,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17254,cdr:17254,CASRN:1333740,REDACTED_RECORD:17254,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17261,cdr:17261,CASRN:64741533,REDACTED_RECORD:17261,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17262,cdr:17262,CASRN:64741431,REDACTED_RECORD:17262,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17263,cdr:17263,CASRN:64741522,REDACTED_RECORD:17263,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17264,cdr:17264,CASRN:64741964,REDACTED_RECORD:17264,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17280,cdr:17280,CASRN:103651,REDACTED_RECORD:17280,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17281,cdr:17281,CASRN:108112,REDACTED_RECORD:17281,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17282,cdr:17282,CASRN:78831,REDACTED_RECORD:17282,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17283,cdr:17283,CASRN:124174,REDACTED_RECORD:17283,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17284,cdr:17284,CASRN:526738,REDACTED_RECORD:17284,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17285,cdr:17285,CASRN:123922,REDACTED_RECORD:17285,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17286,cdr:17286,CASRN:872504,REDACTED_RECORD:17286,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17287,cdr:17287,CASRN:77996,REDACTED_RECORD:17287,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17288,cdr:17288,CASRN:1119944,REDACTED_RECORD:17288,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17289,cdr:17289,CASRN:111109774,REDACTED_RECORD:17289,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17290,cdr:17290,CASRN:620144,REDACTED_RECORD:17290,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17291,cdr:17291,CASRN:5131668,REDACTED_RECORD:17291,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17292,cdr:17292,CASRN:112345,REDACTED_RECORD:17292,CBI,CBI,CBI_LOCATION_WITHHELD,1,1
17318,cdr:17318,CASRN:64175,SRC:92a68d9ec70bd6e2ed5e67a9,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
17323,cdr:17323,CASRN:8001307,SRC:92a68d9ec70bd6e2ed5e67a9,SOURCE_COORDINATE,SOURCE_COORDINATE,NULL_ISLAND_COORDINATE,0,0
